Age,PlayTimeHours,InGamePurchases,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Churn,Gender_Male,Location_Europe,Location_Other,Location_USA,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GameDifficulty_Hard,GameDifficulty_Medium
15,23.323801370363324,0,3,14,75,13,0,True,True,False,False,False,False,True,False,True,False
20,8.248535202275022,0,1,90,54,34,1,True,False,False,True,True,False,False,False,False,False
27,8.805826828769465,0,16,89,54,10,0,True,False,False,True,False,False,True,False,False,False
36,7.85328889661085,0,11,151,81,44,0,True,True,False,False,False,False,True,False,True,False
45,3.2504430938651847,0,1,29,64,38,1,False,False,False,True,False,False,False,False,False,False
36,14.610136277099471,0,19,164,96,32,0,True,True,False,False,False,False,True,False,True,False
41,18.372496935967032,0,10,98,84,16,0,False,False,True,False,False,True,False,False,False,False
28,20.82300654224353,0,14,167,17,6,0,True,False,False,True,False,False,True,False,False,False
19,10.83613573337983,0,1,112,27,25,1,True,False,False,False,True,False,False,False,False,False
46,1.230338128952483,0,17,97,71,40,0,True,False,False,True,False,False,False,False,False,True
48,8.575113278136982,0,2,62,66,17,1,False,True,False,False,False,True,False,False,True,False
21,3.818103151235756,0,4,110,20,19,0,False,False,False,True,False,True,False,False,False,True
24,13.047711624224377,0,15,26,64,4,0,True,False,False,True,False,False,False,False,True,False
31,16.49998624350073,0,5,97,48,47,0,True,False,False,False,False,False,True,False,False,False
44,9.421275112466502,0,16,23,53,40,0,True,True,False,False,False,False,False,True,False,False
35,20.2236292468524,0,18,75,6,22,0,False,True,False,False,True,False,False,False,False,False
27,17.75760964932327,0,4,141,48,42,0,False,False,True,False,False,False,True,False,False,True
15,7.428729511641008,0,6,88,46,29,0,False,False,False,True,True,False,False,False,False,True
15,1.5169030562295482,0,16,87,71,44,0,True,True,False,False,True,False,False,False,False,True
47,8.845889082540621,0,4,139,14,37,0,True,True,False,False,False,False,True,False,False,True
39,16.987290167492905,1,9,157,39,17,0,False,False,False,True,False,False,True,False,False,False
40,20.689592909637906,0,7,65,35,33,0,False,True,False,False,False,True,False,False,False,False
27,13.985641315180231,0,19,32,20,48,0,True,False,False,False,False,False,False,False,False,False
42,6.935093071847618,1,9,69,14,7,0,True,True,False,False,True,False,False,False,False,True
47,5.794566544128167,1,6,133,99,32,0,False,True,False,False,False,False,True,False,False,False
44,1.7679429916387814,0,5,26,30,22,1,True,False,False,False,False,True,False,False,True,False
22,3.1069122998527225,0,9,119,64,28,0,True,False,False,True,False,False,False,False,False,False
15,21.60856548239085,0,9,163,58,8,0,True,True,False,False,False,False,True,False,False,False
26,2.9943607836045736,0,11,172,15,6,0,True,True,False,False,False,False,False,True,False,True
19,11.464200968425944,0,10,175,70,41,0,True,False,False,True,False,True,False,False,False,True
38,1.473582553173041,0,16,23,58,35,0,False,True,False,False,False,True,False,False,True,False
20,1.565102086226597,0,15,138,74,1,0,True,False,False,False,True,False,False,False,False,True
39,9.68003088784682,0,14,20,59,29,0,True,True,False,False,True,False,False,False,False,False
15,2.143714045056951,0,19,10,46,12,1,False,False,False,False,False,True,False,False,True,False
39,21.29977591180291,1,11,19,93,17,1,False,True,False,False,False,False,True,False,False,True
15,2.0633753887804476,0,0,150,31,30,1,False,False,True,False,False,False,False,False,True,False
46,17.698335149592424,0,7,15,18,8,1,False,True,False,False,False,False,False,True,False,True
17,20.253258635308995,1,13,113,67,13,0,False,False,False,False,False,False,True,False,False,False
33,9.768620390857532,0,1,121,26,0,1,False,False,False,False,False,False,False,True,True,False
43,2.187500881442597,0,4,145,33,22,0,False,True,False,False,False,True,False,False,False,False
16,2.541515336763437,0,16,116,43,13,0,False,True,False,False,True,False,False,False,False,False
23,22.710221792230424,0,17,36,90,48,0,False,False,False,True,False,False,True,False,False,False
31,14.909037293961148,0,1,46,28,23,1,False,True,False,False,False,False,False,True,True,False
31,1.671701874576156,0,3,72,55,24,1,False,False,False,True,True,False,False,False,False,True
26,14.718109343262114,1,14,90,75,10,0,False,False,False,False,False,False,True,False,False,False
34,1.508102193825633,0,15,152,32,11,0,False,False,False,True,False,False,False,False,True,False
17,11.581542233209486,0,17,134,80,8,0,True,False,False,True,False,False,False,True,False,True
18,21.24123913375276,0,14,172,48,46,0,False,False,False,False,False,False,True,False,False,False
31,12.28022454135791,1,13,142,54,43,0,True,True,False,False,True,False,False,False,False,True
29,8.615788535673989,0,9,75,36,26,0,True,False,False,True,False,True,False,False,False,False
47,5.352601833593278,0,16,116,4,26,0,False,False,False,True,False,False,False,False,False,False
30,8.386401451711832,0,15,147,54,5,0,True,False,False,False,True,False,False,False,False,True
25,21.350870704829767,1,7,153,87,10,0,True,True,False,False,False,False,False,True,True,False
34,7.312929557636344,1,14,119,12,42,0,True,True,False,False,False,False,False,True,False,False
38,8.77883371701337,1,5,164,25,17,0,True,True,False,False,False,False,True,False,False,True
30,19.02613966314094,0,1,120,46,36,1,True,False,False,True,False,False,False,True,True,False
44,1.0400661984716724,0,0,80,77,1,1,True,True,False,False,False,False,False,False,False,True
48,14.26406057180261,0,12,171,80,24,0,False,False,False,True,False,False,True,False,True,False
15,0.7325494507694312,1,13,51,79,31,0,True,False,False,True,False,False,True,False,False,True
38,0.0621344638911187,0,10,115,54,39,0,False,True,False,False,True,False,False,False,True,False
38,8.520267541975661,0,17,107,95,32,0,False,True,False,False,False,False,False,True,True,False
23,4.494456910156066,0,18,26,63,45,0,True,True,False,False,True,False,False,False,False,False
36,2.115471443776668,0,13,49,79,41,0,False,True,False,False,False,False,False,False,False,False
26,18.355685351703684,1,7,109,50,33,0,True,True,False,False,False,False,False,True,False,False
31,16.61414007471525,0,19,12,67,17,1,False,True,False,False,False,False,False,True,False,False
39,20.909831647923976,1,7,153,93,42,0,True,True,False,False,False,False,False,True,False,True
42,5.327588785829194,0,9,12,52,41,1,False,False,False,True,False,False,True,False,False,True
29,11.53810406906733,0,9,47,45,17,0,True,False,False,False,False,True,False,False,False,True
44,23.71840152814713,0,8,149,60,22,0,True,True,False,False,False,True,False,False,True,False
41,11.484876766779436,0,19,121,2,5,0,True,False,True,False,False,False,False,True,False,False
36,12.242568465328723,0,3,83,7,13,1,False,True,False,False,False,False,False,False,True,False
24,1.8628794063069856,0,3,38,84,1,1,True,False,False,True,True,False,False,False,False,True
45,19.563197092259543,0,0,107,23,22,1,True,False,True,False,False,False,True,False,True,False
41,11.22608667311327,0,6,114,79,32,0,True,False,False,False,False,True,False,False,False,True
26,7.446019282139243,0,11,116,81,11,0,True,True,False,False,True,False,False,False,False,False
45,16.777564379429567,0,9,41,86,24,0,False,False,False,False,False,False,False,False,True,False
46,13.064230503634375,0,8,173,39,36,0,True,False,False,True,False,False,False,True,False,False
46,23.45960912731538,0,0,83,20,20,1,False,False,False,False,False,False,True,False,True,False
49,11.163072145610808,0,14,96,85,21,0,True,False,False,True,False,False,False,False,True,False
35,21.891368895354656,0,13,41,32,16,0,True,False,True,False,False,True,False,False,True,False
24,11.777500490593347,0,15,50,84,8,0,True,True,False,False,False,False,False,True,False,True
30,10.959638004078732,0,14,102,61,4,0,False,False,False,True,True,False,False,False,False,False
21,1.503722423970939,0,3,93,96,33,0,False,False,False,False,False,False,False,True,False,False
18,20.978451560397488,0,19,178,13,18,0,True,False,False,False,False,True,False,False,False,False
41,21.795412688168692,0,3,80,27,12,1,False,False,False,False,False,False,True,False,False,True
39,0.0102603146323501,1,6,74,5,24,1,False,True,False,False,True,False,False,False,False,False
45,1.4182062511870717,0,7,137,46,34,0,True,False,True,False,False,False,False,False,False,True
25,8.691935728766705,0,8,130,32,5,0,True,True,False,False,False,True,False,False,False,False
34,5.208920871939142,0,11,76,17,44,0,True,False,False,False,False,True,False,False,False,False
31,8.023421560232144,1,0,87,82,25,1,True,True,False,False,True,False,False,False,False,False
25,4.803292692352755,1,18,167,46,40,0,True,False,False,False,False,False,False,True,False,True
44,17.714357321537605,0,6,28,60,28,1,False,False,True,False,False,False,True,False,False,False
49,0.1102393059848561,0,3,120,97,33,0,True,False,False,True,False,False,False,True,False,False
36,20.69466985470069,0,15,53,45,46,0,True,False,False,False,True,False,False,False,True,False
41,4.274362858801708,0,3,162,73,42,0,True,False,False,True,True,False,False,False,True,False
49,13.612719898299368,1,19,82,15,33,0,True,True,False,False,False,True,False,False,False,True
18,15.083659467733554,0,19,33,33,27,0,True,False,False,True,False,False,True,False,False,False
30,7.646330720436807,0,8,14,12,22,1,False,False,False,False,False,True,False,False,True,False
30,13.081937426864547,0,8,91,54,48,0,True,False,False,True,False,True,False,False,False,False
35,12.681777104410042,0,2,83,71,32,1,False,True,False,False,False,True,False,False,True,False
40,2.5625196724448953,0,15,63,81,6,1,True,False,True,False,False,False,False,False,False,True
33,10.520115422429736,0,0,148,42,29,1,False,False,False,True,False,True,False,False,False,False
31,20.04269387927458,1,8,137,85,47,0,True,True,False,False,False,False,True,False,False,True
40,22.76152526514046,0,11,43,61,42,0,False,False,False,False,False,False,False,True,False,True
36,1.781225687515641,0,16,145,47,6,0,False,False,False,True,True,False,False,False,False,True
42,5.040767918905349,0,1,108,29,23,1,True,False,False,True,False,True,False,False,True,False
15,14.573090156953873,0,1,118,16,14,1,False,False,False,False,True,False,False,False,False,False
16,9.239747066562574,1,7,131,54,47,0,True,True,False,False,False,True,False,False,False,False
31,2.7020152238801227,0,0,164,57,9,1,True,False,False,True,False,False,False,False,True,False
35,1.6999765077879276,0,17,105,22,12,0,False,False,False,True,False,False,False,False,False,False
23,20.45278356189457,1,16,124,98,28,0,True,False,False,False,False,True,False,False,True,False
27,13.110514034210958,1,14,73,46,40,0,True,True,False,False,True,False,False,False,False,False
25,8.252750913867377,0,3,41,45,15,1,True,False,False,False,False,True,False,False,True,False
30,17.09867909025655,0,9,71,62,9,0,True,True,False,False,False,False,False,True,True,False
30,18.696601585368096,0,15,95,27,10,0,False,False,False,False,False,True,False,False,False,False
16,11.540062312340842,0,12,132,35,20,0,True,False,False,False,True,False,False,False,True,False
22,5.87729612891907,0,2,162,29,6,1,True,False,False,True,False,True,False,False,False,False
27,6.581090931301295,1,0,53,58,32,1,True,False,True,False,True,False,False,False,True,False
31,4.809251476801473,1,16,53,19,0,0,True,True,False,False,False,True,False,False,False,True
38,12.435246829783203,1,9,112,85,0,0,True,False,False,True,False,True,False,False,True,False
17,10.318265625592185,0,16,96,78,41,0,True,False,False,True,False,False,False,False,False,True
44,10.361540004521224,1,10,159,79,43,0,True,False,False,False,False,False,True,False,False,True
27,12.79144735838331,1,2,13,49,8,1,False,False,False,True,False,True,False,False,False,True
33,14.44242871141303,1,10,76,68,38,0,True,False,False,True,True,False,False,False,False,True
21,4.029148449739077,1,10,91,33,40,0,True,True,False,False,False,False,True,False,False,False
23,9.17898109978448,0,11,24,73,4,1,False,False,False,False,False,False,True,False,True,False
33,0.3950451547379598,0,15,34,43,41,0,False,False,False,True,False,False,False,True,False,False
36,19.457368158392484,0,12,166,41,16,0,False,True,False,False,False,False,False,True,False,False
32,5.06211402693314,0,7,84,89,16,0,False,False,False,False,False,True,False,False,False,False
37,23.25785872870864,0,19,89,62,9,0,True,False,True,False,True,False,False,False,False,False
16,20.995447047338796,0,6,94,45,5,0,False,False,False,True,False,True,False,False,False,True
25,15.469235717561372,0,2,168,90,17,0,True,True,False,False,True,False,False,False,False,True
45,5.892560007954775,0,6,80,15,16,0,False,True,False,False,False,False,True,False,True,False
47,0.0668181395386424,1,2,85,83,48,0,True,True,False,False,False,False,False,False,False,True
28,11.128918676187473,1,11,136,74,29,0,False,False,False,True,False,True,False,False,False,True
30,12.238536310668898,0,13,82,24,4,0,False,False,False,False,False,False,True,False,False,False
25,17.722186472902727,0,9,80,22,2,0,True,False,False,True,False,True,False,False,False,False
47,0.718540057157659,0,3,158,35,34,0,True,False,False,True,True,False,False,False,False,False
21,12.362438358400684,0,9,161,49,49,0,True,False,False,False,False,True,False,False,False,False
45,18.149207019521516,0,19,85,18,24,0,False,False,False,True,False,False,False,False,False,False
28,10.402090046207531,0,8,158,21,36,0,True,False,False,True,False,True,False,False,False,True
42,10.99766585374094,1,1,16,29,48,1,True,False,False,True,False,False,True,False,False,True
30,19.469279696414898,0,13,13,20,16,1,False,False,False,True,False,False,True,False,False,False
33,11.13763100974734,0,1,127,54,39,1,False,False,False,False,False,False,True,False,False,False
31,15.48926739598564,0,1,163,90,23,1,False,False,False,True,False,False,False,False,False,False
40,18.45583488454939,1,12,145,90,1,0,True,False,False,False,False,False,False,False,False,False
20,20.67199707652921,0,5,50,37,2,1,False,False,False,True,False,False,False,False,False,False
23,17.213035481211598,0,19,31,78,5,0,False,False,False,True,False,False,False,True,True,False
31,3.132115697389926,0,14,143,43,12,0,True,False,False,True,False,False,True,False,False,False
45,17.354293722493054,0,0,94,41,21,1,True,False,True,False,False,False,True,False,True,False
26,0.8623172584962671,0,7,52,49,18,0,False,False,True,False,False,False,False,False,False,True
37,17.961274704006087,1,14,141,52,10,0,False,False,False,True,False,False,False,True,False,False
19,8.43569073277716,0,12,64,51,44,1,False,False,False,True,False,False,False,True,False,True
17,6.028888607289601,0,13,139,10,6,0,True,False,False,True,False,False,False,False,False,True
38,22.08538357950193,0,5,144,76,10,0,True,False,False,True,False,False,False,True,False,False
31,22.121467938499187,0,6,89,88,35,0,False,True,False,False,False,False,False,False,False,True
40,6.7850482824842295,0,5,77,41,8,0,True,False,False,False,False,False,True,False,False,False
18,13.099927851268738,0,11,84,22,21,0,False,False,False,True,False,True,False,False,False,True
26,8.816540476973772,0,2,18,81,31,1,True,True,False,False,False,False,True,False,False,False
15,3.111040469627998,1,7,138,17,29,0,True,False,False,True,False,False,True,False,False,False
35,9.298479247331748,0,8,116,55,1,0,True,True,False,False,True,False,False,False,False,True
33,16.685341824489583,0,8,97,9,34,0,True,True,False,False,False,False,True,False,False,True
35,2.6228567694751597,0,17,148,71,1,0,False,False,False,False,True,False,False,False,False,False
32,7.028893370123775,1,17,129,56,13,0,True,False,False,False,False,False,False,True,False,False
17,3.005783559489669,1,13,66,75,25,0,False,False,False,False,False,False,False,False,False,False
46,2.4108849230928495,0,12,76,48,36,0,False,False,False,False,False,False,False,True,False,False
24,1.7684449256151424,0,8,164,7,22,0,True,True,False,False,False,False,False,True,False,True
29,9.895339715495028,0,9,153,77,30,0,False,False,False,True,False,True,False,False,False,True
19,16.245746028114716,0,16,68,11,29,0,False,False,True,False,False,False,False,False,False,False
18,10.550770238328086,1,5,21,33,13,1,False,True,False,False,False,True,False,False,False,True
42,6.2884517689048405,0,19,141,14,10,0,False,True,False,False,False,True,False,False,False,False
18,17.688408567333916,0,12,43,68,13,0,True,False,False,True,False,True,False,False,False,False
29,7.742599079893927,0,14,16,44,22,1,True,True,False,False,False,False,True,False,False,True
31,1.2671353152398348,0,11,85,59,21,0,True,False,True,False,False,False,False,True,False,True
17,1.0347042051870252,1,10,89,5,14,0,True,False,False,True,False,False,False,False,False,False
24,20.818453378229467,0,10,63,90,40,0,True,False,False,False,False,False,True,False,False,True
37,1.008096152092718,0,18,152,31,0,0,False,False,False,True,False,True,False,False,True,False
32,6.187474395983107,0,18,48,51,40,0,True,True,False,False,False,True,False,False,False,True
15,8.081493600506345,0,19,159,33,46,0,True,False,False,True,False,True,False,False,True,False
49,7.979657447653664,0,18,45,2,16,0,True,True,False,False,False,True,False,False,False,False
45,19.94604847094529,0,9,61,45,1,0,True,True,False,False,True,False,False,False,False,False
15,9.64505402907653,0,5,55,3,20,1,False,False,False,True,True,False,False,False,True,False
17,18.25161093615279,0,10,133,52,35,1,False,False,False,True,False,True,False,False,False,True
17,1.9794106559472997,0,12,152,33,31,0,True,False,False,True,True,False,False,False,True,False
33,19.183752548801458,0,10,102,15,49,0,True,True,False,False,False,False,False,False,False,False
43,10.058242945796588,1,18,127,44,2,0,True,False,True,False,False,True,False,False,False,False
39,9.000241709354537,1,0,107,17,4,1,False,False,False,True,True,False,False,False,False,True
47,11.735373713733685,0,5,65,49,20,0,False,True,False,False,True,False,False,False,True,False
43,11.750602344418336,0,12,29,18,4,0,True,False,False,True,False,False,False,True,False,False
40,22.735927856302304,0,6,144,92,30,0,False,False,False,True,False,False,False,True,False,False
18,11.752944236746476,0,3,139,17,1,0,False,False,False,True,False,False,False,False,False,True
28,3.7881442139829087,0,8,122,89,42,0,True,True,False,False,False,True,False,False,False,True
41,2.06263415792215,0,13,162,89,25,0,False,False,False,False,False,False,False,True,False,True
47,13.349878428408886,0,15,66,48,41,0,True,True,False,False,False,True,False,False,False,False
36,20.367901883848923,0,19,24,9,14,0,False,False,False,True,False,False,False,True,False,False
17,7.5839144034899695,1,17,54,30,18,0,True,False,False,True,False,True,False,False,False,False
37,19.810193067056822,0,13,123,23,11,0,True,False,False,True,True,False,False,False,False,False
35,7.653014086355957,1,19,103,50,25,0,False,False,True,False,True,False,False,False,False,True
37,13.130744467803762,0,4,75,65,19,0,True,False,False,True,False,False,False,False,False,True
18,19.51606104407118,0,14,123,9,49,0,False,False,False,True,False,False,True,False,False,True
35,9.091518502275818,0,8,159,55,22,0,True,False,False,True,True,False,False,False,False,False
45,7.967208078537582,0,11,127,67,25,0,False,True,False,False,False,False,False,True,False,True
35,1.8183166959288464,1,19,87,3,7,0,True,False,False,True,False,True,False,False,False,False
40,22.203958005344425,0,2,26,78,13,1,False,False,False,True,False,True,False,False,False,True
49,23.656181255491717,1,16,128,48,16,0,True,False,False,False,False,False,False,False,False,False
38,14.182649165234707,1,1,77,80,35,1,True,False,False,False,True,False,False,False,False,False
25,19.6283397052117,0,18,170,90,4,0,False,False,False,True,False,False,True,False,False,False
43,14.91399400512115,1,14,18,48,28,1,False,True,False,False,False,False,True,False,True,False
17,7.753945823884861,0,14,116,21,39,0,True,False,False,True,False,False,True,False,True,False
15,7.956143407602671,1,0,55,86,33,1,True,True,False,False,False,False,True,False,False,False
33,16.98447336003914,0,0,84,99,0,1,True,False,False,False,True,False,False,False,False,True
36,16.328557773056282,1,10,129,21,13,0,True,False,False,True,True,False,False,False,False,True
28,23.676243148543534,0,12,16,12,39,1,False,False,False,False,False,False,True,False,False,True
28,0.9296498288877107,0,5,29,34,35,1,True,False,False,False,False,True,False,False,False,True
30,17.75429184718157,0,12,141,95,31,0,False,False,True,False,False,True,False,False,False,True
47,13.283733920884597,0,16,72,19,6,0,True,True,False,False,False,True,False,False,False,True
27,19.612931675970017,0,14,77,27,25,0,True,False,False,True,False,False,False,True,False,True
26,0.3574909051609207,0,8,31,47,19,1,True,False,False,True,True,False,False,False,False,False
47,17.41864430470096,0,6,44,30,5,1,False,True,False,False,False,True,False,False,False,False
47,5.408835474812947,0,1,91,35,12,0,True,False,False,True,True,False,False,False,False,True
43,12.332403422064589,0,16,26,48,0,0,True,False,False,True,False,False,True,False,False,False
19,17.021842376188623,1,7,47,43,17,0,True,False,False,False,True,False,False,False,True,False
20,19.338960215346074,0,3,83,42,37,1,False,True,False,False,False,False,True,False,False,False
45,17.686686578502112,1,13,138,87,42,0,True,False,False,True,False,False,False,False,False,False
30,19.432685997187875,0,1,154,39,26,1,False,True,False,False,True,False,False,False,False,False
45,0.1690816936197663,0,6,17,8,38,1,False,True,False,False,False,False,False,True,False,True
39,9.970634194477432,0,10,95,47,34,0,True,False,False,False,True,False,False,False,False,False
47,1.545872893994794,1,14,21,30,21,1,True,False,False,True,True,False,False,False,False,False
27,15.366096975304943,1,1,53,3,11,1,True,True,False,False,False,True,False,False,False,False
24,5.86944246529148,1,7,43,59,28,0,False,False,False,False,False,False,False,False,False,False
38,0.3275327650574544,1,4,119,41,17,0,True,False,False,True,False,True,False,False,True,False
24,1.0718068215478045,0,7,102,77,15,0,True,True,False,False,False,False,True,False,True,False
45,3.918886227835504,0,14,73,35,7,0,True,False,False,True,False,False,False,False,False,False
27,9.125494264920446,0,14,93,70,11,0,False,False,False,True,False,False,False,False,False,True
17,13.642543435946637,1,7,79,41,2,0,False,False,False,False,False,False,False,False,False,True
48,13.102071707009916,0,17,20,47,40,0,False,False,False,True,True,False,False,False,True,False
42,19.554695259156688,0,3,46,87,31,1,True,True,False,False,False,True,False,False,False,True
33,8.085830542518966,0,15,144,29,12,0,True,False,False,True,False,False,True,False,False,True
37,5.869201928936827,0,4,128,57,49,0,True,False,False,True,True,False,False,False,False,True
46,18.357796024394048,0,19,126,58,25,0,False,False,False,True,False,False,False,True,True,False
27,10.110396073908287,0,6,84,58,0,0,False,True,False,False,False,False,False,True,False,False
47,22.18885553545663,0,9,42,82,30,0,False,True,False,False,False,False,False,True,False,True
48,8.657861413767883,0,19,144,88,21,0,True,False,False,True,False,True,False,False,False,False
47,14.082277576747163,0,18,53,11,22,0,True,False,True,False,True,False,False,False,True,False
19,18.19032022998911,1,2,82,2,18,1,True,False,False,True,False,False,False,False,False,True
17,14.7301546704607,0,9,58,33,29,0,True,False,False,False,True,False,False,False,False,True
21,23.799255027331547,0,10,119,60,12,0,True,False,False,True,True,False,False,False,False,False
38,8.542661712137097,1,11,141,57,42,0,True,False,False,False,False,False,False,False,True,False
36,1.5767551528626358,0,5,156,12,28,0,True,True,False,False,False,False,False,True,False,False
37,9.308486260685694,0,11,123,42,28,0,True,False,False,False,False,False,False,False,True,False
44,3.3645161843757707,0,1,128,29,37,1,True,False,False,False,False,False,False,True,False,False
32,2.394470816073067,0,5,15,45,17,1,True,True,False,False,True,False,False,False,False,False
46,19.56128382574752,1,17,133,60,4,0,False,False,False,True,False,False,False,True,False,False
21,7.933948830835132,0,7,167,42,40,0,True,True,False,False,False,False,False,False,False,False
47,7.223715942279224,0,18,10,34,13,1,False,False,False,False,False,False,True,False,True,False
19,4.894487795870597,0,19,114,78,1,0,True,True,False,False,False,False,False,True,False,False
42,23.462500521906225,0,7,160,83,17,0,False,True,False,False,False,True,False,False,False,False
22,3.7165881621522256,0,8,178,14,26,0,True,False,False,True,True,False,False,False,False,False
29,16.94086572126427,1,14,23,56,34,0,True,False,False,False,False,False,False,False,False,False
18,3.7633511570973415,1,5,30,42,49,1,False,False,False,True,False,False,False,False,False,False
48,11.999263214432204,1,13,86,25,13,0,False,False,False,True,False,False,True,False,False,True
19,12.79506610190256,0,18,172,59,28,0,True,False,False,True,False,False,False,True,False,False
47,20.198327627760253,0,0,20,83,29,1,True,False,False,False,True,False,False,False,False,False
19,10.991425648838897,1,6,15,19,29,1,False,True,False,False,True,False,False,False,False,True
48,19.74184803571211,0,4,179,31,33,0,True,False,False,True,False,False,False,True,False,False
40,6.825718120803346,1,16,102,4,2,0,True,True,False,False,True,False,False,False,True,False
15,4.71502692515697,0,2,101,46,8,1,False,False,False,True,False,True,False,False,False,False
18,21.149191227691293,0,14,93,31,35,0,False,False,False,True,False,False,False,True,False,False
40,4.952497127582202,0,10,18,36,40,1,True,False,False,False,False,True,False,False,False,False
47,17.96607492799918,0,18,167,10,39,0,False,False,False,True,False,True,False,False,False,False
47,2.255573107002456,1,13,78,39,28,0,True,False,False,True,False,False,False,False,False,False
22,6.879873595828642,0,15,63,52,28,0,True,False,False,True,True,False,False,False,True,False
34,2.9893182251297805,0,17,97,36,39,0,False,True,False,False,True,False,False,False,False,False
30,9.741197879166643,0,5,14,32,6,0,True,False,False,True,False,False,True,False,False,False
35,18.293726175089255,0,8,103,42,7,0,True,False,False,False,True,False,False,False,True,False
40,16.55179085645447,0,3,158,47,22,0,False,False,False,False,False,False,False,True,False,False
37,5.639074538291916,0,6,144,74,49,0,True,False,False,True,False,True,False,False,False,True
32,12.510807213726984,0,13,148,90,33,0,False,False,False,True,False,False,False,True,False,True
45,11.14126436074342,0,13,48,67,23,0,True,True,False,False,True,False,False,False,True,False
26,17.900060290771492,0,16,82,47,43,0,True,False,False,False,False,False,False,True,True,False
15,1.6697585920884483,0,9,103,62,39,0,False,False,True,False,True,False,False,False,False,False
23,17.80942164270526,0,13,96,28,32,0,False,False,False,True,False,False,True,False,False,False
17,4.894622231736114,0,15,129,53,2,0,False,False,True,False,False,False,True,False,True,False
40,15.84100175010688,0,9,90,68,37,0,False,False,False,True,True,False,False,False,True,False
23,2.3440782959213067,0,10,57,3,28,1,True,False,False,True,False,False,False,True,False,True
30,17.823484072503,0,9,173,55,32,0,True,False,False,False,False,True,False,False,False,False
38,16.89484959138789,0,9,92,71,47,0,True,True,False,False,True,False,False,False,True,False
28,6.463304192426846,1,2,150,44,7,1,True,False,False,True,False,False,True,False,False,False
17,21.537568234868033,0,19,81,24,10,0,True,False,False,True,False,False,False,False,False,False
48,11.346472726356438,0,11,29,75,14,0,True,False,False,True,True,False,False,False,False,True
47,14.492410410035651,1,19,64,63,46,0,False,False,False,True,False,False,False,False,False,True
38,6.3775803753772795,0,7,139,15,34,0,True,False,False,False,False,False,False,False,False,False
23,12.412478479158462,0,16,121,35,33,0,False,True,False,False,False,True,False,False,False,True
27,0.989869675482364,0,12,49,77,15,0,True,False,True,False,False,False,True,False,False,False
16,5.260421062524513,0,18,167,83,23,0,True,True,False,False,True,False,False,False,True,False
21,3.4438194344399804,0,18,35,69,9,0,False,False,False,True,False,False,False,False,True,False
35,4.739003623889513,1,9,59,4,49,0,False,False,True,False,False,False,True,False,True,False
33,2.1324954656667554,1,1,122,72,17,1,True,True,False,False,False,False,True,False,False,False
39,7.274043030465816,0,2,129,57,8,0,True,False,False,True,False,False,True,False,False,False
36,19.84631041903193,0,3,30,57,17,1,True,False,False,True,False,False,True,False,False,False
25,12.99383317247306,0,3,156,69,37,0,False,False,False,True,False,False,True,False,False,False
47,13.417529580577682,0,14,127,41,23,0,False,False,True,False,False,False,True,False,False,False
46,10.618138981215829,1,13,19,83,35,0,True,True,False,False,False,False,False,True,True,False
35,17.358108336616475,1,0,14,30,18,1,True,True,False,False,False,False,False,True,False,True
34,21.83826013312625,0,10,138,14,18,0,True,False,False,False,False,False,True,False,False,False
22,17.654023956835005,1,15,18,77,17,0,True,False,True,False,False,False,False,True,False,True
23,4.789428056294995,0,16,132,60,17,0,True,False,False,True,True,False,False,False,False,False
39,1.939472610463171,1,0,43,70,23,1,True,False,True,False,False,True,False,False,False,True
39,1.3871318507069956,0,14,177,9,16,0,True,False,False,True,False,False,False,True,True,False
47,20.760962242449025,1,8,46,13,17,0,True,False,False,False,False,False,False,True,False,False
16,9.447941038486215,0,0,28,99,16,1,True,False,True,False,False,False,False,False,False,False
33,2.0378249623762734,0,6,99,67,32,0,True,True,False,False,False,True,False,False,True,False
34,21.90556858588134,0,9,95,28,47,0,False,True,False,False,False,False,True,False,False,False
43,9.58036570749539,0,16,42,27,24,0,False,True,False,False,False,False,True,False,False,False
20,19.999967943766187,0,1,76,4,43,1,True,False,False,True,False,False,True,False,False,False
31,6.167481018328072,0,19,100,73,45,0,True,False,False,True,True,False,False,False,False,True
39,5.895760945834602,0,1,168,25,36,1,True,False,False,True,False,False,False,False,False,False
18,23.391419858184616,0,6,163,18,24,0,True,False,False,False,False,True,False,False,True,False
44,5.765661012066246,1,5,110,26,28,0,True,True,False,False,False,False,False,True,True,False
34,21.678915979790705,0,16,47,15,11,1,False,True,False,False,False,False,False,False,True,False
17,9.644169448016246,1,5,103,12,6,0,True,False,False,True,False,False,False,True,False,False
37,6.092998168209285,0,10,87,25,18,0,True,False,False,False,True,False,False,False,False,False
32,11.618419615287612,0,16,129,27,26,0,False,False,False,True,False,False,False,False,False,False
40,7.162788397958965,0,12,47,52,4,0,True,False,False,True,False,False,False,False,True,False
22,0.8958429600140754,1,9,45,52,36,0,True,False,False,True,False,False,False,True,True,False
31,3.792466519944324,0,2,24,99,17,1,False,False,False,False,False,False,False,False,True,False
45,3.230917987322183,0,0,87,87,14,0,True,False,False,False,False,True,False,False,False,False
47,11.862928444374935,1,3,116,16,31,0,False,False,True,False,False,False,False,True,False,False
